cycle,range_bin,doppler_bin,output_hex
1167035000,28,13,01f201f8
1167045000,28,14,feb60026
1167055000,28,15,00300028
1167065000,28,16,0123ff1d
1167075000,28,17,fef200a9
1167085000,28,18,feef0056
1167095000,28,19,010dff50
1167105000,28,20,ffe3ffb4
1167115000,28,21,fffb00df
1167125000,28,22,ff630049
1167135000,28,23,00e2ff45
1167145000,28,24,016a001d
1167155000,28,25,fdce0053
1167165000,28,26,0147fe66
1167175000,28,27,fde70251
1167185000,28,28,02b0fe5c
1167195000,28,29,fe080056
1167205000,28,30,01de018a
1167215000,28,31,fdaafe0a
1171495000,29,0,00a6fec6
1171505000,29,1,005d0209
1171515000,29,2,feadfe45
1171525000,29,3,00f801bf
1171535000,29,4,feb6012b
1171545000,29,5,0279fd41
1171555000,29,6,feaa01aa
1171565000,29,7,ff69feb6
1171575000,29,8,01570175
1171585000,29,9,fe7efe1f
1171595000,29,10,017800bb
1171605000,29,11,fe170248
1171615000,29,12,01c9fd55
1171625000,29,13,ff2effab
1171635000,29,14,00c70242
1171645000,29,15,fff7fd39
1171655000,29,16,ffb40276
1171665000,29,17,00a3ff33
1171675000,29,18,fd7b002f
1171685000,29,19,0258ffb5
1171695000,29,20,fed8ff0d
1171705000,29,21,ffe50119
1171715000,29,22,0092002c
1171725000,29,23,ffe9ffd8
1171735000,29,24,0177ff3f
1171745000,29,25,ff0e011d
1171755000,29,26,ff08ff49
1171765000,29,27,00a1018c
1171775000,29,28,0091fd1b
1171785000,29,29,fee00283
1171795000,29,30,0115fee8
1171805000,29,31,fee7ffe1
1176085000,30,0,000700e2
1176095000,30,1,ffe1fe96
1176105000,30,2,000a0195
1176115000,30,3,0071ffde
1176125000,30,4,ff2dffb1
1176135000,30,5,0249006d
1176145000,30,6,fea1fff2
1176155000,30,7,fee2ff88
1176165000,30,8,01d70006
1176175000,30,9,ffcb00a8
1176185000,30,10,ff05fd6c
1176195000,30,11,000e0371
1176205000,30,12,ffeefe16
1176215000,30,13,019fffaf
1176225000,30,14,fdf300d2
1176235000,30,15,0174fefe
1176245000,30,16,ffdd012a
1176255000,30,17,00d7feee
1176265000,30,18,fdd6009d
1176275000,30,19,000d0084
1176285000,30,20,0003febd
1176295000,30,21,fee700e7
1176305000,30,22,0413fff8
1176315000,30,23,fcd0feca
1176325000,30,24,00e901b6
1176335000,30,25,ff39ff7c
1176345000,30,26,013fffc2
1176355000,30,27,ffe400cd
1176365000,30,28,ff4600ac
1176375000,30,29,001dfddd
1176385000,30,30,008d00fc
1176395000,30,31,ff62ff78
1180675000,31,0,fe05ff1e
1180685000,31,1,03b2ff97
1180695000,31,2,fb7c00f4
1180705000,31,3,037cfeae
1180715000,31,4,ffb900ae
1180725000,31,5,ffc2ffa7
1180735000,31,6,00190204
1180745000,31,7,ff4bfe43
1180755000,31,8,fffd0053
1180765000,31,9,00a3ffe8
1180775000,31,10,fe760006
1180785000,31,11,010b00c7
1180795000,31,12,018ffe86
1180805000,31,13,ff1300cd
1180815000,31,14,0054ff36
1180825000,31,15,fec400e8
1180835000,31,16,017bfeb4
1180845000,31,17,fe4600a5
1180855000,31,18,00de01d6
1180865000,31,19,ff9efe12
1180875000,31,20,ffc5ffbe
1180885000,31,21,004e013d
1180895000,31,22,00fbff16
1180905000,31,23,ff23001b
1180915000,31,24,ff67ffbf
1180925000,31,25,00b9018c
1180935000,31,26,0090feac
1180945000,31,27,ffc70075
1180955000,31,28,ffd7ff9a
1180965000,31,29,fec9ff5f
1180975000,31,30,01d00094
1180985000,31,31,ff42012e
1185265000,32,0,00850156
1185275000,32,1,0021fdec
1185285000,32,2,01460171
1185295000,32,3,fde400f1
1185305000,32,4,0031fe5d
1185315000,32,5,01a60238
1185325000,32,6,fe38fdc6
1185335000,32,7,00fe010a
1185345000,32,8,fefcfece
1185355000,32,9,019601dc
1185365000,32,10,fe7efd0f
1185375000,32,11,fffa04cf
1185385000,32,12,0080fd3c
1185395000,32,13,ff8dfed6
1185405000,32,14,018d0272
1185415000,32,15,ff88fd88
1185425000,32,16,ff4501d0
1185435000,32,17,fe8f0042
1185445000,32,18,029eff5f
1185455000,32,19,ffac008b
1185465000,32,20,fe6bff49
1185475000,32,21,00bc002e
1185485000,32,22,00d6ffc6
1185495000,32,23,fe14ff7e
1185505000,32,24,03da02dc
1185515000,32,25,fcc6fdce
1185525000,32,26,01c2ffe9
1185535000,32,27,ff0e0015
1185545000,32,28,00f400a6
1185555000,32,29,fefdfdec
1185565000,32,30,01210232
1185575000,32,31,fe46fe40
1189855000,33,0,0106024a
1189865000,33,1,ff6b0039
1189875000,33,2,0068fed2
1189885000,33,3,0049006e
1189895000,33,4,fe150071
1189905000,33,5,02e5ffc2
1189915000,33,6,feb2fe82
1189925000,33,7,005a02e8
1189935000,33,8,feb2fdc8
1189945000,33,9,00a40092
1189955000,33,10,0063feae
1189965000,33,11,006102ba
1189975000,33,12,ff48fde6
1189985000,33,13,ff9afff0
1189995000,33,14,00a70182
1190005000,33,15,004fff83
1190015000,33,16,ff42ffdc
1190025000,33,17,0015ffc9
1190035000,33,18,ffa0fffe
1190045000,33,19,011d0054
1190055000,33,20,fdc30069
1190065000,33,21,02c5fef0
1190075000,33,22,ff2e00c8
1190085000,33,23,fec6fea6
1190095000,33,24,026e0322
1190105000,33,25,fdd0fda8
1190115000,33,26,01810132
1190125000,33,27,fec10014
1190135000,33,28,00a0fe60
1190145000,33,29,009000f2
1190155000,33,30,00e5ff84
1190165000,33,31,fdc1fe5f
1194445000,34,0,01bafea7
1194455000,34,1,fea8028a
1194465000,34,2,00ecfdf1
1194475000,34,3,ff0b0185
1194485000,34,4,ff24fdf4
1194495000,34,5,0296026a
1194505000,34,6,fed8ff87
1194515000,34,7,0061ffbd
1194525000,34,8,ff720072
1194535000,34,9,ff5dff2b
1194545000,34,10,0163ff86
1194555000,34,11,fe5b004f
1194565000,34,12,00fd009a
1194575000,34,13,00adfda6
1194585000,34,14,fe4d03a2
1194595000,34,15,01c7fe77
1194605000,34,16,fde8003d
1194615000,34,17,01e2ffdc
1194625000,34,18,fee20027
1194635000,34,19,0069003f
1194645000,34,20,ffd6fed0
1194655000,34,21,ffc8011a
1194665000,34,22,00180081
1194675000,34,23,ffbbfd97
1194685000,34,24,01c8034a
1194695000,34,25,ff81ff13
1194705000,34,26,ff1bff42
1194715000,34,27,007dffb5
1194725000,34,28,ffbd0042
1194735000,34,29,ff35009a
1194745000,34,30,03470016
1194755000,34,31,fcc9ff25
1199035000,35,0,014601d3
1199045000,35,1,febaff5d
1199055000,35,2,017d00aa
1199065000,35,3,fe6000dc
1199075000,35,4,0096fdc2
1199085000,35,5,00740214
1199095000,35,6,006dff1e
1199105000,35,7,ff53fff7
1199115000,35,8,ff4d0082
1199125000,35,9,013effa1
1199135000,35,10,fe29ffe7
1199145000,35,11,02b200f3
1199155000,35,12,fdc3fe2b
1199165000,35,13,017aff33
1199175000,35,14,ff4202a7
1199185000,35,15,004cff02
1199195000,35,16,ffce0017
1199205000,35,17,ff4e0027
1199215000,35,18,ff85011a
1199225000,35,19,0220fe62
1199235000,35,20,fdd6ff72
1199245000,35,21,02700160
1199255000,35,22,fe170016
1199265000,35,23,ffdbfedf
1199275000,35,24,01c70094
1199285000,35,25,fef601e7
1199295000,35,26,0019fca1
1199305000,35,27,ffca028f
1199315000,35,28,00f9ff51
1199325000,35,29,fec6ffb5
1199335000,35,30,01b60109
1199345000,35,31,fe1afd20
1203625000,36,0,007801e9
1203635000,36,1,0086ff40
1203645000,36,2,ffbeff5c
1203655000,36,3,ffd50279
1203665000,36,4,ff49fe54
1203675000,36,5,036300b5
1203685000,36,6,fd64ff56
1203695000,36,7,004100d0
1203705000,36,8,ffe6fee9
1203715000,36,9,ffc10056
1203725000,36,10,0098ff8a
1203735000,36,11,ff7d01ab
1203745000,36,12,001dfe0d
1203755000,36,13,000900b8
1203765000,36,14,003bfff6
1203775000,36,15,001b004d
1203785000,36,16,ff960065
1203795000,36,17,01c2ff9c
1203805000,36,18,fce2fff2
1203815000,36,19,01490037
1203825000,36,20,0025ff80
1203835000,36,21,ffebff65
1203845000,36,22,00360222
1203855000,36,23,fe3dfd12
1203865000,36,24,050003c1
1203875000,36,25,fb8bfdce
1203885000,36,26,00fc00c0
1203895000,36,27,00a1ff19
1203905000,36,28,ff310037
1203915000,36,29,018d0086
1203925000,36,30,0067002a
1203935000,36,31,fd93fdc5
1208215000,37,0,01fd02a1
1208225000,37,1,ff40ff2d
1208235000,37,2,00d0ffc6
1208245000,37,3,ff04ffc6
1208255000,37,4,fee20245
1208265000,37,5,0294fde9
1208275000,37,6,fe37ff69
1208285000,37,7,00960156
1208295000,37,8,ff9eff98
1208305000,37,9,ffd6ffdb
1208315000,37,10,00daff01
1208325000,37,11,ff300373
1208335000,37,12,00b5fcaf
1208345000,37,13,ff520074
1208355000,37,14,0188006e
1208365000,37,15,fefeffda
1208375000,37,16,ff3fff8f
1208385000,37,17,00e8010b
1208395000,37,18,fde0ff8a
1208405000,37,19,02c800ca
1208415000,37,20,fdcaff2b
1208425000,37,21,0186ff8f
1208435000,37,22,ffaf00a1
1208445000,37,23,fed2ff88
1208455000,37,24,025e01dc
1208465000,37,25,fe96fe2d
1208475000,37,26,00b200ab
1208485000,37,27,00040079
1208495000,37,28,fefffeb5
1208505000,37,29,01100054
1208515000,37,30,ff0e0164
1208525000,37,31,ff3afcfc
1212805000,38,0,ff62027c
1212815000,38,1,0190fddc
1212825000,38,2,fe3b015c
1212835000,38,3,006b0058
1212845000,38,4,ff58fe24
1212855000,38,5,00a5019e
1212865000,38,6,00ed0119
1212875000,38,7,ff08fd8c
1212885000,38,8,00ca0252
1212895000,38,9,fff8fe99
1212905000,38,10,fed4ffbd
1212915000,38,11,0025003f
1212925000,38,12,002affc1
1212935000,38,13,0098005f
1212945000,38,14,ff00ff74
1212955000,38,15,016401cf
1212965000,38,16,0094fe6c
1212975000,38,17,fdf600b2
1212985000,38,18,005bff60
1212995000,38,19,00330132
1213005000,38,20,0194fe30
1213015000,38,21,fd490182
1213025000,38,22,00fbff4f
1213035000,38,23,ffdeffaa
1213045000,38,24,01d4005e
1213055000,38,25,fec601ad
1213065000,38,26,ffe6fd3b
1213075000,38,27,00d50243
1213085000,38,28,fec6ff9b
1213095000,38,29,01c6fdfd
1213105000,38,30,fdf80238
1213115000,38,31,00eefd8f
1217395000,39,0,006f0178
1217405000,39,1,fe1afeea
1217415000,39,2,02410061
1217425000,39,3,fdfd008f
1217435000,39,4,ffd0ffda
1217445000,39,5,02a1ff85
1217455000,39,6,fca00051
1217465000,39,7,0298013b
1217475000,39,8,ff77fddb
1217485000,39,9,feaf020d
1217495000,39,10,0189fd55
1217505000,39,11,ffff034d
1217515000,39,12,ffd8fdca
1217525000,39,13,ff52ff4b
1217535000,39,14,015000db
1217545000,39,15,fedd00c3
1217555000,39,16,001fffac
1217565000,39,17,ff9effec
1217575000,39,18,ffe1ff2f
1217585000,39,19,ffef00e5
1217595000,39,20,0058ff2c
1217605000,39,21,009dffdf
1217615000,39,22,ff640263
1217625000,39,23,0108fe99
1217635000,39,24,ff77ffdd
1217645000,39,25,ff0d003d
1217655000,39,26,0065ffb7
1217665000,39,27,0139ff2f
1217675000,39,28,fd74008c
1217685000,39,29,025cfff9
1217695000,39,30,feec024d
1217705000,39,31,00bffd01
1221985000,40,0,00830251
1221995000,40,1,fff6fea9
1222005000,40,2,01000119
1222015000,40,3,ffc3ff46
1222025000,40,4,fd0d01c8
1222035000,40,5,0566fd73
1222045000,40,6,fd20019f
1222055000,40,7,0029ff04
1222065000,40,8,003400e2
1222075000,40,9,fead008b
1222085000,40,10,021bfd92
1222095000,40,11,fe6a040b
1222105000,40,12,015dfc27
1222115000,40,13,fef90023
1222125000,40,14,01a50118
1222135000,40,15,ff160035
1222145000,40,16,ff910017
1222155000,40,17,001eff1d
1222165000,40,18,ffc200fb
1222175000,40,19,ffd7ff6a
1222185000,40,20,0101ff0c
1222195000,40,21,fea40191
1222205000,40,22,0120fea1
1222215000,40,23,fe090072
1222225000,40,24,02a001ea
1222235000,40,25,fed3fecf
1222245000,40,26,ffb7fe2e
1222255000,40,27,01880211
1222265000,40,28,fdbdff11
1222275000,40,29,01c100a1
1222285000,40,30,ff970044
1222295000,40,31,feb4fdf1
1226575000,41,0,02e1ffe9
1226585000,41,1,fe9dffcf
1226595000,41,2,0095ffe3
1226605000,41,3,ff1dff8e
1226615000,41,4,ffdc0132
1226625000,41,5,0213008b
1226635000,41,6,fec4005d
1226645000,41,7,ff9cfd72
1226655000,41,8,01990168
1226665000,41,9,fe4a0167
1226675000,41,10,0161fd42
1226685000,41,11,fd260207
1226695000,41,12,02cbfe9c
1226705000,41,13,ff3cfff1
1226715000,41,14,ffc70110
1226725000,41,15,0113ff1b
1226735000,41,16,fee5016b
1226745000,41,17,01dfff27
1226755000,41,18,fcdbffd3
1226765000,41,19,020900d8
1226775000,41,20,feb8fde6
1226785000,41,21,00bd00d3
1226795000,41,22,00100117
1226805000,41,23,ffa8ffaa
1226815000,41,24,003d0008
1226825000,41,25,00b2008b
1226835000,41,26,ffa7fe00
1226845000,41,27,fff80157
1226855000,41,28,ffbd0050
1226865000,41,29,ffecff79
1226875000,41,30,01a5fffc
1226885000,41,31,fc850015
1231165000,42,0,02a1004d
1231175000,42,1,fe0affd1
1231185000,42,2,0099005d
1231195000,42,3,00e3ffba
1231205000,42,4,fe7fffe0
1231215000,42,5,01d40117
1231225000,42,6,fe51fee0
1231235000,42,7,01d20025
1231245000,42,8,fdd10017
1231255000,42,9,01c20091
1231265000,42,10,febdff2b
1231275000,42,11,0078011e
1231285000,42,12,0082fdfc
1231295000,42,13,ff9a0068
1231305000,42,14,013f0167
1231315000,42,15,fe73ffc5
1231325000,42,16,0057fec5
1231335000,42,17,014600c1
1231345000,42,18,fcad0087
1231355000,42,19,0219fe98
1231365000,42,20,ff47005e
1231375000,42,21,ffaa00a7
1231385000,42,22,02df00aa
1231395000,42,23,fd62fef7
1231405000,42,24,008b0103
1231415000,42,25,0052ff11
1231425000,42,26,00650065
1231435000,42,27,ff4cfe74
1231445000,42,28,002c027a
1231455000,42,29,ff24ff0e
1231465000,42,30,0241ff8b
1231475000,42,31,fd190003
1235755000,43,0,0245013c
1235765000,43,1,ff15007d
1235775000,43,2,0062ff2d
1235785000,43,3,0047ff51
1235795000,43,4,fddf01e1
1235805000,43,5,03a20045
1235815000,43,6,fd8fff2a
1235825000,43,7,feebff95
1235835000,43,8,02de00f3
1235845000,43,9,fe64ff95
1235855000,43,10,0172ff4e
1235865000,43,11,fe0e00a1
1235875000,43,12,00f0fe6c
1235885000,43,13,00af0155
1235895000,43,14,fe6c0113
1235905000,43,15,01b3ff08
1235915000,43,16,febd0006
1235925000,43,17,011300d9
1235935000,43,18,fe7cfdad
1235945000,43,19,01ef0267
1235955000,43,20,fd9bfd6d
1235965000,43,21,016e025b
1235975000,43,22,00bdfef8
1235985000,43,23,fe9d00bb
1235995000,43,24,0090fff7
1236005000,43,25,0044fe4d
1236015000,43,26,fff401cc
1236025000,43,27,ff80ff93
1236035000,43,28,00fe0032
1236045000,43,29,fee1ffd3
1236055000,43,30,01ac002f
1236065000,43,31,fd11fe4c
1240345000,44,0,02f0ff4a
1240355000,44,1,fd6c0080
1240365000,44,2,0171ffaa
1240375000,44,3,ffd80018
1240385000,44,4,fef50055
1240395000,44,5,0361fed7
1240405000,44,6,fe080211
1240415000,44,7,ff02fe1e
1240425000,44,8,006c01d8
1240435000,44,9,0080fefa
1240445000,44,10,0048ff14
1240455000,44,11,ffc00371
1240465000,44,12,ffb7fc44
1240475000,44,13,027a00f6
1240485000,44,14,fc26fff7
1240495000,44,15,0200ff18
1240505000,44,16,00140180
1240515000,44,17,002cffe6
1240525000,44,18,fe4ffeda
1240535000,44,19,019000ae
1240545000,44,20,ff91ffcf
1240555000,44,21,ff470019
1240565000,44,22,017601ff
1240575000,44,23,feb4fc62
1240585000,44,24,00580276
1240595000,44,25,ff84ffac
1240605000,44,26,0174fea8
1240615000,44,27,fe6c014d
1240625000,44,28,013bfeb8
1240635000,44,29,ff5a0106
1240645000,44,30,01700061
1240655000,44,31,fcce000c
1244935000,45,0,00300031
1244945000,45,1,010f0051
1244955000,45,2,fe6afec9
1244965000,45,3,01dc00cf
1244975000,45,4,fd040057
1244985000,45,5,03ddfffa
1244995000,45,6,fe390184
1245005000,45,7,ffb8fc5e
1245015000,45,8,00f7030c
1245025000,45,9,0036ff3b
1245035000,45,10,fe34fed8
1245045000,45,11,00b90154
1245055000,45,12,ff7afe23
1245065000,45,13,0196022c
1245075000,45,14,ffdafe4d
1245085000,45,15,fe6b0197
1245095000,45,16,030efeab
1245105000,45,17,fdb1004f
1245115000,45,18,ff8200f9
1245125000,45,19,ffa0ff5f
1245135000,45,20,00f0fef7
1245145000,45,21,002100aa
1245155000,45,22,008b00b8
1245165000,45,23,feb8feb0
1245175000,45,24,01030180
1245185000,45,25,ff760019
1245195000,45,26,00a4fdfa
1245205000,45,27,ff8b026e
1245215000,45,28,001aff67
1245225000,45,29,0030febc
1245235000,45,30,006e0053
1245245000,45,31,fea5003b
1249525000,46,0,00e5ff14
1249535000,46,1,001bfff7
1249545000,46,2,008a0015
1249555000,46,3,ff41ffeb
1249565000,46,4,ff700011
1249575000,46,5,01e900d7
1249585000,46,6,fec4005c
1249595000,46,7,ffb1fdf4
1249605000,46,8,00db00f1
1249615000,46,9,00ca007c
1249625000,46,10,fe81feb9
1249635000,46,11,ffcd00da
1249645000,46,12,009dfff4
1249655000,46,13,ffdfff51
1249665000,46,14,0028011e
1249675000,46,15,fff1fee3
1249685000,46,16,008d0148
1249695000,46,17,0173fdf7
1249705000,46,18,fb9401f1
1249715000,46,19,0335ffbb
1249725000,46,20,fd96fed9
1249735000,46,21,0193fff9
1249745000,46,22,ffe6017c
1249755000,46,23,ff8bfeee
1249765000,46,24,0157010b
1249775000,46,25,fe2cff9e
1249785000,46,26,02ddff91
1249795000,46,27,fd4d0120
1249805000,46,28,00c9feca
1249815000,46,29,0039008f
1249825000,46,30,0062fe5a
1249835000,46,31,fe6b0243
1254115000,47,0,fd830002
1254125000,47,1,03ea0056
1254135000,47,2,fd44001a
1254145000,47,3,0187ffdb
1254155000,47,4,fe6eff06
1254165000,47,5,002300ac
1254175000,47,6,012800da
1254185000,47,7,ff1dff12
1254195000,47,8,006600e4
1254205000,47,9,ffc3ff53
1254215000,47,10,0026ff9b
1254225000,47,11,fe8f011d
1254235000,47,12,0209fe83
1254245000,47,13,fe960019
1254255000,47,14,01ce0078
1254265000,47,15,fefc0202
1254275000,47,16,0093fd70
1254285000,47,17,fe7a0010
1254295000,47,18,ff580140
1254305000,47,19,01850019
1254315000,47,20,0022fed6
1254325000,47,21,feb10186
1254335000,47,22,00eafe0e
1254345000,47,23,0191023a
1254355000,47,24,fdd0ff7a
1254365000,47,25,0195ff8b
1254375000,47,26,ff6a001f
1254385000,47,27,0065feff
1254395000,47,28,000301d1
1254405000,47,29,feaafdf9
1254415000,47,30,010c01ac
1254425000,47,31,0086fefa
1258705000,48,0,002700a4
1258715000,48,1,0039ff63
1258725000,48,2,01020041
1258735000,48,3,fed60071
1258745000,48,4,fe0cfef8
1258755000,48,5,04a80230
1258765000,48,6,fd18fe36
1258775000,48,7,ff51003d
1258785000,48,8,01590022
1258795000,48,9,fef1ffd2
1258805000,48,10,012bff00
1258815000,48,11,ffc1049f
1258825000,48,12,001efb49
1258835000,48,13,ff7000ef
1258845000,48,14,0082000d
1258855000,48,15,0122ffec
1258865000,48,16,fdcd0040
1258875000,48,17,013b00cf
1258885000,48,18,febefec3
1258895000,48,19,011a0151
1258905000,48,20,ff6effd4
1258915000,48,21,004cfe68
1258925000,48,22,00760182
1258935000,48,23,fe3dfe8b
1258945000,48,24,0407026a
1258955000,48,25,fc3ffdbc
1258965000,48,26,01850184
1258975000,48,27,000bff13
1258985000,48,28,ff9c00b3
1258995000,48,29,ffd0feb9
1259005000,48,30,006800db
1259015000,48,31,ff4cff78
1263295000,49,0,011600f2
1263305000,49,1,00a4004f
1263315000,49,2,fec5fe95
1263325000,49,3,01ac0301
1263335000,49,4,fca9fe4d
1263345000,49,5,04a0ff58
1263355000,49,6,fca400f0
1263365000,49,7,014fff8c
1263375000,49,8,ffdcff50
1263385000,49,9,fee00059
1263395000,49,10,020f000d
1263405000,49,11,ff310188
1263415000,49,12,ff23fe33
1263425000,49,13,0099001c
1263435000,49,14,ffb00036
1263445000,49,15,00df0017
1263455000,49,16,fe9200b0
1263465000,49,17,01bafe6d
1263475000,49,18,fe4f0185
1263485000,49,19,00480075
1263495000,49,20,008bfe5d
1263505000,49,21,ff52004e
1263515000,49,22,0120009e
1263525000,49,23,fe23fe7c
1263535000,49,24,0338035e
1263545000,49,25,fd56fe1b
1263555000,49,26,013500b1
1263565000,49,27,ff5ffe7e
1263575000,49,28,0015015b
1263585000,49,29,0081ff7e
1263595000,49,30,012cff7c
1263605000,49,31,fd6bff55
1267885000,50,0,00740231
1267895000,50,1,ffd1ffeb
1267905000,50,2,00cffed8
1267915000,50,3,fedbffa5
1267925000,50,4,007a007a
1267935000,50,5,015a00c1
1267945000,50,6,fdb8ff1d
1267955000,50,7,01f901bd
1267965000,50,8,fe94fe35
1267975000,50,9,0050020e
1267985000,50,10,ff56fd7f
1267995000,50,11,015c0193
1268005000,50,12,0000fe26
1268015000,50,13,ff0700a1
1268025000,50,14,018101d5
1268035000,50,15,fee6fe14
1268045000,50,16,ff1aff9d
1268055000,50,17,014f01cd
1268065000,50,18,febbff6a
1268075000,50,19,00cf017b
1268085000,50,20,fea4fd92
1268095000,50,21,02b0011b
1268105000,50,22,ff120053
1268115000,50,23,fe3bfde1
1268125000,50,24,02c202c5
1268135000,50,25,fe70fe52
1268145000,50,26,005c021f
1268155000,50,27,ffd2fd55
1268165000,50,28,0036023e
1268175000,50,29,ff8ffdd3
1268185000,50,30,01d10233
1268195000,50,31,fdfefd4e
1272475000,51,0,007affa0
1272485000,51,1,00baffa0
1272495000,51,2,ff4300ef
1272505000,51,3,01b50145
1272515000,51,4,fca4fdff
1272525000,51,5,04890269
1272535000,51,6,fe09fdb9
1272545000,51,7,ffdc0133
1272555000,51,8,ff40ff12
1272565000,51,9,003000cc
1272575000,51,10,0002ff43
1272585000,51,11,015d0059
1272595000,51,12,fe79ffed
1272605000,51,13,007dff48
1272615000,51,14,00fdfff7
1272625000,51,15,ff480193
1272635000,51,16,ff78ff10
1272645000,51,17,0050015e
1272655000,51,18,ff4dfec7
1272665000,51,19,00ddff37
1272675000,51,20,ff0a0181
1272685000,51,21,0161fe13
1272695000,51,22,ffb101a5
1272705000,51,23,fe72fe01
1272715000,51,24,02660452
1272725000,51,25,fe0efd06
1272735000,51,26,018aff87
1272745000,51,27,fe6d01b3
1272755000,51,28,0219000f
1272765000,51,29,fe91fdd4
1272775000,51,30,01f501db
1272785000,51,31,fd2eff09
1277065000,52,0,0064005c
1277075000,52,1,00b201e3
1277085000,52,2,ff23fe28
1277095000,52,3,00de0148
1277105000,52,4,fd6c0047
1277115000,52,5,04f6ff85
1277125000,52,6,fcf3fef3
1277135000,52,7,003a01d4
1277145000,52,8,0024fe17
1277155000,52,9,ffd5017f
1277165000,52,10,ffaaff6d
1277175000,52,11,00c3007c
1277185000,52,12,007dfeab
1277195000,52,13,fea0005b
1277205000,52,14,01260019
1277215000,52,15,ff85ff9d
1277225000,52,16,003a0192
1277235000,52,17,00cc0069
1277245000,52,18,fcd1fddc
1277255000,52,19,02d4ff8c
1277265000,52,20,ff720217
1277275000,52,21,febefe75
1277285000,52,22,02110093
1277295000,52,23,fceefff4
1277305000,52,24,03e6010f
1277315000,52,25,fda5ff35
1277325000,52,26,008600ab
1277335000,52,27,0057fe50
1277345000,52,28,ff35013b
1277355000,52,29,0124008b
1277365000,52,30,ffbaff5d
1277375000,52,31,fed7feab
1281655000,53,0,01010313
1281665000,53,1,ff45fd18
1281675000,53,2,00340173
1281685000,53,3,007d0148
1281695000,53,4,fec7fff8
1281705000,53,5,0118feb5
1281715000,53,6,00bbffe6
1281725000,53,7,ff1900a2
1281735000,53,8,ff04ff44
1281745000,53,9,017000b0
1281755000,53,10,fee2feb3
1281765000,53,11,00e30468
1281775000,53,12,ffd9fade
1281785000,53,13,fff301e9
1281795000,53,14,0092ff14
1281805000,53,15,ff9000e9
1281815000,53,16,00d30039
1281825000,53,17,fea7ff84
1281835000,53,18,ffb6013d
1281845000,53,19,011ffe5c
1281855000,53,20,ff75ffde
1281865000,53,21,ffa6003d
1281875000,53,22,003f0090
1281885000,53,23,ffdbffa0
1281895000,53,24,00ac00b0
1281905000,53,25,000cffe4
1281915000,53,26,0048ff65
1281925000,53,27,ff490060
1281935000,53,28,ffe7012c
1281945000,53,29,0137fcd5
1281955000,53,30,fe0002de
1281965000,53,31,0044fd39
1286245000,54,0,ffb4fef6
1286255000,54,1,0179ffdc
1286265000,54,2,ff2400bd
1286275000,54,3,ffd5fed5
1286285000,54,4,00870338
1286295000,54,5,0057fce2
1286305000,54,6,ffa00102
1286315000,54,7,ffd6feda
1286325000,54,8,ffaa01d4
1286335000,54,9,00e4fec3
1286345000,54,10,ff6100e3
1286355000,54,11,fed00091
1286365000,54,12,0276fe0c
1286375000,54,13,fde100f8
1286385000,54,14,01790002
1286395000,54,15,ffa3ff3d
1286405000,54,16,ff520100
1286415000,54,17,0141ffbe
1286425000,54,18,fed601d1
1286435000,54,19,00a7fdbf
1286445000,54,20,ff31009e
1286455000,54,21,ffc90050
1286465000,54,22,0140fde4
1286475000,54,23,ff90031e
1286485000,54,24,005cfeee
1286495000,54,25,0012ffdb
1286505000,54,26,002dff43
1286515000,54,27,ff8401cf
1286525000,54,28,ffe6febe
1286535000,54,29,ffc7000e
1286545000,54,30,027ffeac
1286555000,54,31,fd2f01c7
1290835000,55,0,ff210057
1290845000,55,1,00c30114
1290855000,55,2,fe8bfed7
1290865000,55,3,016d02b4
1290875000,55,4,fef2fd6b
1290885000,55,5,01da0138
1290895000,55,6,ff45ffa1
1290905000,55,7,ff07ffc2
1290915000,55,8,0067006e
1290925000,55,9,0068ff4c
1290935000,55,10,fefbff30
1290945000,55,11,01d902e8
1290955000,55,12,fdd1fd1f
1290965000,55,13,02b500c7
1290975000,55,14,fdebff0a
1290985000,55,15,00a50233
1290995000,55,16,ffb5ffc1
1291005000,55,17,ffc9fde2
1291015000,55,18,fff90287
1291025000,55,19,ff8dfef4
1291035000,55,20,0146fe4d
1291045000,55,21,feb800ee
1291055000,55,22,00f9022f
1291065000,55,23,fecdfd4e
1291075000,55,24,01b301de
1291085000,55,25,fe6800c6
1291095000,55,26,0069feba
1291105000,55,27,017dff7c
1291115000,55,28,fef7009d
1291125000,55,29,0075ff3b
1291135000,55,30,fe6f0236
1291145000,55,31,01affd51
1295425000,56,0,ff810086
1295435000,56,1,0186ffed
1295445000,56,2,fed3fff2
1295455000,56,3,00dbff3e
1295465000,56,4,fd5e00aa
1295475000,56,5,05cc00d9
1295485000,56,6,fbb7ff5a
1295495000,56,7,00aa0058
1295505000,56,8,ff8aff1a
1295515000,56,9,ffdb0116
1295525000,56,10,007cfddd
1295535000,56,11,fff8050f
1295545000,56,12,00dcfafb
1295555000,56,13,ffe10197
1295565000,56,14,003effbe
1295575000,56,15,ffd8ffcb
1295585000,56,16,ff4700c2
1295595000,56,17,0066ffab
1295605000,56,18,ff4d0022
1295615000,56,19,00a100a0
1295625000,56,20,ffc4fe72
1295635000,56,21,ffe60127
1295645000,56,22,00a50038
1295655000,56,23,fe40fd3c
1295665000,56,24,035e03ba
1295675000,56,25,fee1fede
1295685000,56,26,fee4ff7f
